2010-01-01 M55 0.0
2010-01-02 M55 0.0
2010-01-03 M55 1.0
2010-01-04 M55 0.0
2010-01-05 M55 0.0
2010-01-06 M55 0.0
2010-01-07 M55 0.0
2010-01-08 M55 0.0
2010-01-09 M55 1.0
2010-01-10 M55 1.0
2010-01-11 M55 1.0
2010-01-12 M55 0.0
2010-01-13 M55 1.0
2010-01-14 M55 0.0
2010-01-15 M55 0.0
2010-01-16 M55 0.0
2010-01-17 M55 0.0
2010-01-18 M55 0.0
2010-01-19 M55 0.0
2010-01-20 M55 1.0
2010-01-21 M55 0.0
2010-01-22 M55 1.0
2010-01-23 M55 0.0
2010-01-24 M55 0.0
2010-01-25 M55 0.0
2010-01-26 M55 0.0
2010-01-27 M55 0.0
2010-01-28 M55 0.0
2010-01-29 M55 0.0
2010-01-30 M55 0.0
2010-01-31 M55 0.0
2010-02-01 M55 0.0
2010-02-02 M55 0.0
2010-02-03 M55 1.0
2010-02-04 M55 0.0
2010-02-05 M55 0.0
2010-02-06 M55 0.0
2010-02-07 M55 1.0
2010-02-08 M55 0.0
2010-02-09 M55 0.0
2010-02-10 M55 0.0
2010-02-11 M55 0.0
2010-02-12 M55 0.0
2010-02-13 M55 0.0
2010-02-14 M55 0.0
2010-02-15 M55 0.0
2010-02-16 M55 0.0
2010-02-17 M55 0.0
2010-02-18 M55 0.0
2010-02-19 M55 0.0
2010-02-20 M55 0.0
2010-02-21 M55 0.0
2010-02-22 M55 0.0
2010-02-23 M55 0.0
2010-02-24 M55 0.0
2010-02-25 M55 0.0
2010-02-26 M55 0.0
2010-02-27 M55 0.0
2010-02-28 M55 0.0
2010-03-01 M55 0.0
2010-03-02 M55 0.0
2010-03-03 M55 0.0
2010-03-04 M55 0.0
2010-03-05 M55 0.0
2010-03-06 M55 0.0
2010-03-07 M55 0.0
2010-03-08 M55 0.0
2010-03-09 M55 0.0
2010-03-10 M55 0.0
2010-03-11 M55 0.0
2010-03-12 M55 0.0
2010-03-13 M55 0.0
2010-03-14 M55 0.0
2010-03-15 M55 0.0
2010-03-16 M55 0.0
2010-03-17 M55 0.0
2010-03-18 M55 0.0
2010-03-19 M55 0.0
2010-03-20 M55 0.0
2010-03-21 M55 0.0
2010-03-22 M55 0.0
2010-03-23 M55 0.0
2010-03-24 M55 0.0
2010-03-25 M55 0.0
2010-03-26 M55 0.0
2010-03-27 M55 0.0
2010-03-28 M55 0.0
2010-03-29 M55 0.0
2010-03-30 M55 0.0
2010-03-31 M55 0.0
2010-04-01 M55 0.0
2010-04-02 M55 0.0
2010-04-03 M55 0.0
2010-04-04 M55 0.0
2010-04-05 M55 0.0
2010-04-06 M55 0.0
2010-04-07 M55 0.0
2010-04-08 M55 0.0
2010-04-09 M55 0.0
2010-04-10 M55 0.0
2010-04-11 M55 0.0
2010-04-12 M55 0.0
2010-04-13 M55 0.0
2010-04-14 M55 0.0
2010-04-15 M55 0.0
2010-04-16 M55 0.0
2010-04-17 M55 0.0
2010-04-18 M55 0.0
2010-04-19 M55 0.0
2010-04-20 M55 0.0
2010-04-21 M55 0.0
2010-04-22 M55 0.0
2010-04-23 M55 0.0
2010-04-24 M55 0.0
2010-04-25 M55 0.0
2010-04-26 M55 0.0
2010-04-27 M55 0.0
2010-04-28 M55 0.0
2010-04-29 M55 0.0
2010-04-30 M55 0.0
2010-05-01 M55 0.0
2010-05-02 M55 0.0
2010-05-03 M55 0.0
2010-05-04 M55 0.0
2010-05-05 M55 0.0
2010-05-06 M55 0.0
2010-05-07 M55 0.0
2010-05-08 M55 0.0
2010-05-09 M55 0.0
2010-05-10 M55 0.0
2010-05-11 M55 0.0
2010-05-12 M55 0.0
2010-05-13 M55 0.0
2010-05-14 M55 0.0
2010-05-15 M55 0.0
2010-05-16 M55 0.0
2010-05-17 M55 0.0
2010-05-18 M55 0.0
2010-05-19 M55 0.0
2010-05-20 M55 0.0
2010-05-21 M55 0.0
2010-05-22 M55 0.0
2010-05-23 M55 0.0
2010-05-24 M55 0.0
2010-05-25 M55 0.0
2010-05-26 M55 0.0
2010-05-27 M55 0.0
2010-05-28 M55 0.0
2010-05-29 M55 0.0
2010-05-30 M55 0.0
2010-05-31 M55 0.0
2010-06-01 M55 0.0
2010-06-02 M55 0.0
2010-06-03 M55 0.0
2010-06-04 M55 0.0
2010-06-05 M55 0.0
2010-06-06 M55 0.0
2010-06-07 M55 0.0
2010-06-08 M55 0.0
2010-06-09 M55 0.0
2010-06-10 M55 0.0
2010-06-11 M55 0.0
2010-06-12 M55 0.0
2010-06-13 M55 0.0
2010-06-14 M55 0.0
2010-06-15 M55 0.0
2010-06-16 M55 0.0
2010-06-17 M55 0.0
2010-06-18 M55 0.0
2010-06-19 M55 0.0
2010-06-20 M55 0.0
2010-06-21 M55 0.0
2010-06-22 M55 0.0
2010-06-23 M55 0.0
2010-06-24 M55 0.0
